category	subcategory	disease	term
A69	A690	ESTOMATITIS ULCERATIVA NECROTIZANTE	Canonical
A69	A691	OTRAS INFECCIONES DE VINCENT	Canonical
A69	A692	ENFERMEDAD DE LYME	Canonical
A69	A698	OTRAS INFECCIONES ESPECIFICADAS POR ESPIROQUETAS	Canonical
A69	A699	INFECCIÓN POR ESPIROQUETA, NO ESPECIFICADA	Canonical
A70	A70X	INFECCION DEBIDA A CHLAMYDIA PSITTACI	Canonical
A71	A71	TRACOMA	Canonical
A71	A710	ESTADO INICIAL DE TRACOMA	Canonical
A71	A711	ESTADO ACTIVO DE TRACOMA	Canonical
A71	A719	TRACOMA, NO ESPECIFICADO	Canonical
A74	A74	OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS	Canonical
A74	A740	CONJUNTIVITIS POR CLAMIDIAS	Canonical
A74	A748	OTRAS ENFERMEDADES POR CLAMIDIAS	Canonical
A74	A749	INFECCIÓN POR CLAMIDIAS, NO ESPECIFICADA	Canonical
A75	A75	TIFUS	Canonical
A75	A750	TIFUS EPIDÉMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS	Canonical
A75	A751	TIFUS RECRUDESCENTE [ENFERMEDAD DE BRILL]	Canonical
A75	A752	TIFUS DEBIDO A RICKETTSIA TYPHI	Canonical
A75	A753	TIFUS DEBIDO A RICKETTSIA TSUTSUGAMUSHI	Canonical
A75	A759	TIFUS, NO ESPECIFICADO	Canonical
A77	A77	FIEBRE MACULOSA [RICKETTSIOSIS TRANSMITIDA POR GARRAPATAS]	Canonical
A77	A770	FIEBRE MACULOSA DEBIDA A RICKETTSIA RICKETTSII	Canonical
A77	A771	FIEBRE MACULOSA DEBIDA A RICKETTSIA CONORII	Canonical
A77	A772	FIEBRE MACULOSA DEBIDA A RICKETTSIA SIBERICA	Canonical
A77	A773	FIEBRE MACULOSA DEBIDA A RICKETTSIA AUSTRALIS	Canonical
A77	A778	OTRAS FIEBRES MACULOSAS	Canonical
A77	A779	FIEBRE MACULOSA, NO ESPECIFICADA	Canonical
A78	A78X	FIEBRE Q	Canonical
A79	A79	OTRAS RICKETTSIOSIS	Canonical
A79	A790	FIEBRE DE LAS TRINCHERAS	Canonical
A79	A791	RICKETTSIOSIS PUSTULOSA DEBIDA A RICKETTSIA AKARI	Canonical
A79	A798	OTRAS RICKETTSIOSIS ESPECIFICADAS	Canonical
A79	A799	RICKETTSIOSIS, NO ESPECIFICADA	Canonical
A80	A80	POLIOMIELITIS AGUDA	Canonical
A80	A800	POLIOMIELITIS AGUDA PARALÍTICA, ASOCIADA A VACUNA	Canonical
A80	A801	POLIOMIELITIS AGUDA PARALÍTICA DEBIDA A VIRUS SALVAJE IMPORTADO	Canonical
A80	A802	POLIOMIELITIS AGUDA PARALÍTICA DEBIDA A VIRUS SALVAJE AUTÓCTONO	Canonical
A80	A803	OTRAS POLIOMIELITIS AGUDAS PARALÍTICAS Y LAS NO ESPECIFICADAS	Canonical
A80	A804	POLIOMIELITIS AGUDA NO PARALÍTICA	Canonical
A80	A809	POLIOMIELITIS AGUDA, SIN OTRA ESPECIFICACIÓN	Canonical
A81	A81	INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATÍPICO	Canonical
A81	A810	ENFERMEDAD DE CREUTZFELDT-JAKOB	Canonical
A81	A811	PANENCEFALITIS ESCLEROSANTE SUBAGUDA	Canonical
A81	A812	LEUCOENCEFALOPATÍA MULTIFOCAL PROGRESIVA	Canonical
A81	A818	OTRAS INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATÍPICO	Canonical
A81	A819	INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATÍPICO, SIN OTRA ESPECIFICACIÓN	Canonical
A82	A82	RABIA	Canonical
A82	A820	RABIA SELVÁTICA	Canonical
A82	A821	RABIA URBANA	Canonical
A82	A829	RABIA, SIN OTRA ESPECIFICACIÓN	Canonical
A83	A83	ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS	Canonical
A83	A830	ENCEFALITIS JAPONESA	Canonical
A83	A831	ENCEFALITIS EQUINA DEL OESTE	Canonical
A83	A832	ENCEFALITIS EQUINA DEL ESTE	Canonical
A83	A833	ENCEFALITIS DE SAN LUIS	Canonical
A83	A834	ENCEFALITIS AUSTRALIANA	Canonical
A83	A835	ENCEFALITIS DE CALIFORNIA	Canonical
A83	A836	ENFERMEDAD POR VIRUS ROCÍO	Canonical
A83	A838	OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR MOSQUITOS	Canonical
A83	A839	ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS, SIN OTRA ESPECIFICACIÓN	Canonical
A84	A84	ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS	Canonical
A84	A840	ENCEFALITIS DEL LEJANO ORIENTE TRANSMITIDA POR GARRAPATAS [ENCEFALITIS PRIMAVEROESTIVAL RUSA]	Canonical
A84	A841	ENCEFALITIS CENTROEUROPEA TRANSMITIDA POR GARRAPATAS	Canonical
A84	A848	OTRAS ENCEFALITIS VIRALES TRANSMITIDA POR GARRAPATAS	Canonical
A84	A849	ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS, SIN OTRA ESPECIFICACIÓN	Canonical
A85	A85	OTRAS ENCEFALITIS VIRALES, NO CLASIFICADAS EN OTRA PARTE	Canonical
A85	A850	ENCEFALITIS ENTEROVIRAL	Canonical
A85	A851	ENCEFALITIS POR ADENOVIRUS	Canonical
A85	A852	ENCEFALITIS VIRAL TRANSMITIDA POR ARTRÓPODOS, SIN OTRA ESPECIFCACIÓN	Canonical
A85	A858	OTRAS ENCEFALITIS VIRALES ESPECIFCADAS	Canonical
A86	A86X	ENCEFALITIS VIRAL, NO ESPECIFICADA	Canonical
A87	A87	MENINGITIS VIRAL	Canonical
A87	A870	MENINGITIS ENTEROVIRAL	Canonical
A87	A871	MENINGITIS DEBIDA A ADENOVIRUS	Canonical
A87	A872	CORIOMENINGITIS LINFOCÍTICA	Canonical
A87	A878	OTRAS MENINGITIS VIRALES	Canonical
A87	A879	MENINGITIS VIRAL, SIN OTRA ESPECIFICACIÓN	Canonical
A88	A88	OTRAS INFECCIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL, NO CLASIFICADAS EN OTRA PARTE	Canonical
A88	A880	FIEBRE EXANTEMÁTICA ENTEROVIRAL [EXANTEMA DE BOSTON]	Canonical
A88	A881	VÉRTIGO EPIDÉMICO	Canonical
A88	A888	OTRAS INFECCIONES VIRALES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL	Canonical
A89	A89X	INFECCIÓN VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA	Canonical
A90	A90X	FIEBRE DEL DENGUE [DENGUE CLÁSICO]	Canonical
A91	A91X	FIEBRE DEL DENGUE HEMORRÁGICO	Canonical
A92	A92	OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS	Canonical
A92	A920	ENFERMEDAD POR VIRUS CHIKUNGUNYA	Canonical
A92	A921	FIEBRE DE O'NYONG-NYONG	Canonical
A92	A922	FIEBRE EQUINA VENEZOLANA	Canonical
A92	A923	INFECCIÓN POR VIRUS DEL OESTE DEL NILO	Canonical
A92	A924	FIEBRE DEL VALLE DEL RIFT	Canonical
A92	A928	OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS	Canonical
A92	A929	FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACIÓN	Canonical
A93	A93	OTRAS FIEBRES VIRALES TRANSMITIDAS POR ARTRÓPODOS, NO CLASIFICADAS EN OTRA PARTE	Canonical
A93	A930	ENFERMEDAD POR VIRUS DE OROPOUCHE	Canonical
A93	A931	FIEBRE TRANSMITIDA POR FLEBÓTOMOS	Canonical
A93	A932	FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS	Canonical
A93	A938	OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTRÓPODOS	Canonical
A94	A94X	FIEBRE VIRAL TRANSMITIDA POR ARTRÓPODOS, NO ESPECIFICADA	Canonical
A95	A95	FIEBRE AMARILLA	Canonical
A95	A950	FIEBRE AMARILLA SELVÁTICA	Canonical
A95	A951	FIEBRE AMARILLA URBANA	Canonical
A95	A959	FIEBRE AMARILLA, NO ESPECIFICADA	Canonical
A96	A96	FIEBRE HEMORRÁGICA POR ARENAVIRUS	Canonical
A96	A960	FIEBRE HEMORRÁGICA DE JUNÍN	Canonical
A96	A961	FIEBRE HEMORRÁGICA DE MACHUPO	Canonical
A96	A962	FIEBRE DE LASSA	Canonical
A96	A968	OTRAS FIEBRES HEMORRÁGICAS POR ARENAVIRUS	Canonical
A96	A969	FIEBRE HEMORRÁGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACIÓN	Canonical
A97	A97	DENGUE	Canonical
A97	A970	DENGUE SIN SIGNOS DE ALARMA	Canonical
A97	A971	DENGUE CON SIGNOS DE ALARMA	Canonical
A97	A972	DENGUE SEVERO	Canonical
A97	A979	DENGUE, NO ESPECIFICADO	Canonical
A98	A98	OTRAS FIEBRES VIRALES HEMORRÁGICAS, NO CLASIFICADAS EN OTRA PARTE	Canonical
A98	A980	FIEBRE HEMORRÁGICA DE CRIMEA-CONGO	Canonical
A98	A981	FIEBRE HEMORRÁGICA DE OMSK	Canonical
A98	A982	ENFERMEDAD DE LA SELVA KYASANUR	Canonical
A98	A983	ENFERMEDAD POR EL VIRUS DE MARBURG	Canonical
A98	A984	ENFERMEDAD POR EL VIRUS DE EBOLA	Canonical
A98	A985	FIEBRES HEMORRÁGICAS CON SÍNDROME RENAL	Canonical
A98	A988	OTRAS FIEBRES HEMORRÁGICAS VIRALES ESPECIFICADAS	Canonical
A99	A99X	FIEBRE VIRAL HEMORRÁGICA, NO ESPECIFICADA	Canonical
B00	B00	INFECCIONES HERPÉTICA [HERPES SIMPLE]	Canonical
B00	B000	ECZEMA HERPÉTICO	Canonical
B00	B001	DERMATITIS VESICULAR HERPÉTICA	Canonical
B00	B002	GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPÉTICA	Canonical
B00	B003	MENINGITIS HERPÉTICA	Canonical
B00	B004	ENCEFALITIS HERPÉTICA	Canonical
B00	B005	OCULOPATÍA HERPÉTICA	Canonical
B00	B007	ENFERMEDAD HERPÉTICA DISEMINADA	Canonical
B00	B008	OTRAS FORMAS DE INFECCIONES HERPÉTICAS	Canonical
B00	B009	INFECCIÓN DEBIDA AL VIRUS DEL HERPES, NO ESPECIFICADA	Canonical
B01	B01	VARICELA	Canonical
B01	B010	MENINGITIS DEBIDA A VARICELA	Canonical
B01	B011	ENCEFALITIS DEBIDA A VARICELA	Canonical
B01	B012	NEUMONÍA DEBIDA A VARICELA	Canonical
B01	B018	VARICELA CON OTRAS COMPLICACIONES	Canonical
B01	B019	VARICELA SIN COMPLICACIONES	Canonical
B02	B02	HERPES ZOSTER	Canonical
B02	B020	ENCEFALITIS DEBIDA A HERPES ZOSTER	Canonical
B02	B021	MENINGITIS DEBIDA A HERPES ZOSTER	Canonical
B02	B022	HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO	Canonical
B02	B023	HERPES ZOSTER OCULAR	Canonical
B02	B027	HERPES ZOSTER DISEMINADO	Canonical
B02	B028	HERPES ZOSTER CON OTRAS COMPLICACIONES	Canonical
B02	B029	HERPES ZOSTER SIN COMPLICACIONES	Canonical
B03	B03X	VIRUELA	Canonical
B04	B04X	VIRUELA DE LOS MONOS	Canonical
B05	B05	SARAMPIÓN	Canonical
B05	B050	SARAMPIÓN COMPLICADO CON ENCEFALITIS	Canonical
B05	B051	SARAMPIÓN COMPLICADO CON MENINGITIS	Canonical
B05	B052	SARAMPIÓN COMPLICADO CON NEUMONÍA	Canonical
B05	B053	SARAMPIÓN COMPLICADO CON OTITIS MEDIA	Canonical
B05	B054	SARAMPIÓN CON COMPLICACIONES INTESTINALES	Canonical
B05	B058	SARAMPIÓN CON OTRAS COMPLICACIONES	Canonical
B05	B059	SARAMPIÓN SIN COMPLICACIONES	Canonical
B06	B06	RUBÉOLA [SARAMPIÓN ALEMÁN]	Canonical
B06	B060	RUBÉOLA CON COMPLICACIONES NEUROLÓGICAS	Canonical
B06	B068	RUBÉOLA CON OTRAS COMPLICACIONES	Canonical
B06	B069	RUBÉOLA SIN COMPLICACIONES	Canonical
B07	B07X	VERRUGAS VÍRICAS	Canonical
B08	B08	OTRAS INFECIONES VÍRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE	Canonical
B08	B080	OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS	Canonical
B08	B081	MOLUSCO CONTAGIOSO	Canonical
B08	B082	EXANTEMA SÚBITO [SEXTA ENFERMEDAD]	Canonical
B08	B083	ERITEMA INFECCIOSO [QUINTA ENFERMEDAD]	Canonical
B08	B084	ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA	Canonical
B08	B085	FARINGITIS VESICULAR ENTEROVÍRICA	Canonical
B08	B088	OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS	Canonical
B09	B09X	INFECCIÓN VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS	Canonical
B15	B15	HEPATITIS AGUDA TIPO A	Canonical
B15	B150	HEPATITIS AGUDA TIPO A, CON COMA HEPÁTICO	Canonical
B15	B159	HEPATITIS AGUDA TIPO A, SIN COMA HEPÁTICO	Canonical
B16	B16	HEPATITIS AGUDA TIPO B	Canonical
B16	B160	HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), CON COMA HEPÁTICO	Canonical
B16	B161	HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), SIN COMA HEPÁTICO	Canonical
B16	B162	HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPÁTICO	Canonical
B16	B169	HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPÁTICO	Canonical
B17	B17	OTRAS HEPATITIS VIRALES AGUDAS	Canonical
B17	B170	INFECCIÓN (SUPERINFECCIÓN) AGUDA POR AGENTE DELTA EN LA HEPATITIS B CRÓNICA	Canonical
B17	B171	HEPATITIS AGUDA TIPO C	Canonical
B17	B172	HEPATITIS AGUDA TIPO E	Canonical
B17	B178	OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS	Canonical
B17	B179	HEPATITIS VIRAL AGUDA NO ESPECIFICADA	Canonical
B18	B18	HEPATITIS VIRAL CRÓNICA	Canonical
B18	B180	HEPATITIS VIRAL TIPO B CRÓNICA, CON AGENTE DELTA	Canonical
B18	B181	HEPATITIS VIRAL TIPO B CRÓNICA, SIN AGENTE DELTA	Canonical
B18	B182	HEPATITIS VIRAL TIPO C CRÓNICA	Canonical
B18	B188	OTRAS HEPATITIS VIRALES CRÓNICAS	Canonical
B18	B189	HEPATITIS VIRAL CRÓNICA, SIN OTRA ESPECIFICACIÓN	Canonical
B19	B19	HEPATITIS VIRAL, SIN OTRA ESPECIFICACIÓN	Canonical
B19	B190	HEPATITIS VIRAL NO ESPECIFICADA CON COMA HEPÁTICO	Canonical
B19	B199	HEPATITIS VIRAL NO ESPECIFICADA SIN COMA HEPÁTICO	Canonical
B20	B20	ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS	Canonical
B20	B200	ENFERMEDAD POR VIH, RESULTANTE EN INFECCIÓN POR MICOBACTERIAS	Canonical
B20	B201	ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS	Canonical
B20	B202	ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS	Canonical
B20	B203	ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES	Canonical
B20	B204	ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS	Canonical
B20	B205	ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS	Canonical
B20	B206	ENFERMEDAD POR VIH, RESULTANTE EN NEUMONÍA POR PNEUMOCYSTIS CARINII	Canonical
B20	B207	ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MÚLTIPLES	Canonical
B20	B208	ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS	Canonical
B20	B209	ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA	Canonical
B21	B21	ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN TUMORES MALIGNOS	Canonical
B21	B210	ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI	Canonical
B21	B211	ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT	Canonical
B21	B212	ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN	Canonical
B21	B213	ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYÉTICO Y TEJIDOS RELACIONADOS	Canonical
B21	B217	ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MÚLTIPLES	Canonical
B21	B218	ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS	Canonical
B21	B219	ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS	Canonical
B22	B22	ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN OTRAS ENFERMEDADES ESPECIFICADAS	Canonical
B22	B220	ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATÍA	Canonical
B22	B221	ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL	Canonical
B22	B222	ENFERMEDAD POR VIH, RESULTANTE EN SÍNDROME CAQUÉCTICO	Canonical
B22	B227	ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MÚLTIPLES CLASIFICADAS EN OTRA PARTE	Canonical
B23	B23	ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN OTRAS AFECCIONES	Canonical
B23	B230	SÍNDROME DE INFECCIÓN AGUDA DEBIDA A VIH	Canonical
B23	B231	ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATÍA GENERALIZADA (PERSISTENTE)	Canonical
B23	B232	ENFERMEDAD POR VIH, RESULTANTE EN ANORMALIDADES INMUNOLÓGICAS Y HEMATOLÓGICAS, NO CLASIFICADAS EN OTRA PARTE	Canonical
B23	B238	ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS	Canonical
B24	B24X	ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], SIN OTRA ESPECIFICACIÓN	Canonical
B25	B25	ENFERMEDAD DEBIDA A VIRUS CITOMEGÁLICO	Canonical
B25	B250	NEUMONITIS DEBIDA A VIRUS CITOMEGÁLICO	Canonical
B25	B251	HEPATITIS DEBIDA A VIRUS CITOMEGÁLICO	Canonical
B25	B252	PANCREATITIS DEBIDA A VIRUS CITOMEGÁLICO	Canonical
B25	B258	OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGÁLICO	Canonical
B25	B259	ENFERMEDAD POR VIRUS CITOMEGÁLICO, NO ESPECIFICADA	Canonical
B26	B26	PAROTIDITIS INFECCIOSA	Canonical
B26	B260	ORQUITIS POR PAROTIDITIS	Canonical
B26	B261	MENINGITIS POR PAROTIDITIS	Canonical
B26	B262	ENCEFALITIS POR PAROTIDITIS	Canonical
B26	B263	PANCREATITIS POR PAROTIDITIS	Canonical
B26	B268	PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES	Canonical
B26	B269	PAROTIDITIS, SIN COMPLICACIONES	Canonical
B27	B27	MONONUCLEOSIS INFECCIOSA	Canonical
B27	B270	MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA	Canonical
B27	B271	MONONUCLEOSIS POR CITOMEGALOVIRUS	Canonical
B27	B278	OTRAS MONONUCLEOSIS INFECCIOSAS	Canonical
B27	B279	MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA	Canonical
B30	B30	CONJUNTIVITIS VIRAL	Canonical
B30	B300	QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS	Canonical
B30	B301	CONJUNTIVITIS DEBIDA A ADENOVIRUS	Canonical
B30	B302	FARINGOCONJUNTIVITIS VIRAL	Canonical
B30	B303	CONJUNTIVITIS EPIDÉMICA AGUDA HEMORRÁGICA (ENTEROVÍRICA)	Canonical
B30	B308	OTRAS CONJUNTIVITIS VIRALES	Canonical
B30	B309	CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACIÓN	Canonical
B33	B33	OTRAS ENFERMEDADES VIRALES, NO CLASIFICADAS EN OTRA PARTE	Canonical
B33	B330	MIALGIA EPIDÉMICA	Canonical
B33	B331	ENFERMEDAD DEL RÍO ROSS	Canonical
B33	B332	CARDITIS VIRAL	Canonical
B33	B333	INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE	Canonical
B33	B334	SÍNDROME (CARDIO) PULMONAR POR HANTAVIRUS [SPH] [SCPH] (J17.1*)	Canonical
B33	B338	OTRAS ENFERMEDADES VIRALES ESPECIFICADAS	Canonical
B34	B34	INFECCIÓN VIRAL DE SITIO NO ESPECIFICADO	Canonical
B34	B340	INFECCIÓN DEBIDA A ADENOVIRUS, DE SITIO NO ESPECIFICADO	Canonical
B34	B341	INFECCIÓN DEBIDA A ENTEROVIRUS, DE SITIO NO ESPECIFICADO	Canonical
B34	B342	INFECCIÓN DEBIDA A CORONAVIRUS, DE SITIO NO ESPECIFICADO	Canonical
B34	B343	INFECCIÓN DEBIDA A PARVOVIRUS, DE SITIO NO ESPECIFICADO	Canonical
B34	B344	INFECCIÓN DEBIDA A PAPOVAVIRUS,DE SITIO NO ESPECIFICADO	Canonical
B34	B348	OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO	Canonical
B34	B349	INFECCIÓN VIRAL, NO ESPECIFICADA	Canonical
B35	B35	DERMATOFITOSIS	Canonical
B35	B350	TIÑA DE LA BARBA Y DEL CUERO CABELLUDO	Canonical
B35	B351	TIÑA DE LAS UÑAS	Canonical
B35	B352	TIÑA DE LA MANO	Canonical
B35	B353	TIÑA DEL PIE [TINEA PEDIS]	Canonical
B35	B354	TIÑA DEL CUERPO [TINEA CORPORIS]	Canonical
B35	B355	TIÑA IMBRICADA [TINEA IMBRICATA]	Canonical
B35	B356	TIÑA INGUINAL [TINEA CRURIS]	Canonical
B35	B358	OTRAS DERMATOFITOSIS	Canonical
B35	B359	DERMATOFITOSIS, NO ESPECIFICADA	Canonical
B36	B36	OTRAS MICOSIS SUPERFICIALES	Canonical
B36	B360	PITIRIASIS VERSICOLOR	Canonical
B36	B361	TIÑA NEGRA	Canonical
B36	B362	PIEDRA BLANCA	Canonical
B36	B363	PIEDRA NEGRA	Canonical
B36	B368	OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS	Canonical
B36	B369	MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACIÓN	Canonical
B37	B37	CANDIDIASIS	Canonical
B37	B370	ESTOMATITIS CANDIDIÁSICA	Canonical
B37	B371	CANDIDIASIS PULMONAR	Canonical
B37	B372	CANDIDIASIS DE LA PIEL Y LAS UÑAS	Canonical
B37	B373	CANDIDIASIS DE LA VULVA Y DE LA VAGINA	Canonical
B37	B374	CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES	Canonical
B37	B375	MENINGITIS DEBIDA A CANDIDA	Canonical
B37	B376	ENDOCARDITIS DEBIDA A CANDIDA	Canonical
B37	B377	SEPSIS DEBIDA A CANDIDA	Canonical
B37	B378	CANDIDIASIS DE OTROS SITIOS	Canonical
B37	B379	CANDIDIASIS, NO ESPECIFICADA	Canonical
B38	B38	COCCIDIOIDOMICOSIS	Canonical
B38	B380	COCCIDIOIDOMICOSIS PULMONAR AGUDA	Canonical
B38	B381	COCCIDIOIDOMICOSIS PULMONAR CRÓNICA	Canonical
B38	B382	COCCIDIOIDOMICOSIS PULMONAR, SIN OTRA ESPECIFICACIÓN	Canonical
B38	B383	COCCIDIOIDOMICOSIS CUTÁNEA	Canonical
B38	B384	MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS	Canonical
B38	B387	COCCIDIOIDOMICOSIS DISEMINADA	Canonical
B38	B388	OTRAS FORMAS DE COCCIDIOIDOMICOSIS	Canonical
B38	B389	COCCIDIOIDOMICOSIS, NO ESPECIFICADA	Canonical
B39	B39	HISTOPLASMOSIS	Canonical
B39	B390	INFECCIÓN PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM	Canonical
B39	B391	INFECCIÓN PULMONAR CRÓNICA DEBIDA A HISTOPLASMA CAPSULATUM	Canonical
B39	B392	INFECCIÓN PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACIÓN	Canonical
B39	B393	INFECCIÓN DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM	Canonical
B39	B394	HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACIÓN	Canonical
B39	B395	INFECCIÓN DEBIDA A HISTOPLASMA DUBOISII	Canonical
B39	B399	HISTOPLASMOSIS, NO ESPECIFICADA	Canonical
B40	B40	BLASTOMICOSIS	Canonical
B40	B400	BLASTOMICOSIS PULMONAR AGUDA	Canonical
B40	B401	BLASTOMICOSIS PULMONAR CRÓNICA	Canonical
B40	B402	BLASTOMICOSIS PULMONAR, SIN OTRA ESPECIFICACIÓN	Canonical
B40	B403	BLASTOMICOSIS CUTÁNEA	Canonical
B40	B407	BLASTOMICOSIS DISEMINADA	Canonical
B40	B408	OTRAS FORMAS DE BLASTOMICOSIS	Canonical
B40	B409	BLASTOMICOSIS, NO ESPECIFICADA	Canonical
B41	B41	PARACOCCIDIOIDOMICOSIS	Canonical
B41	B410	PARACOCCIDIOIDOMICOSIS PULMONAR	Canonical
B41	B417	PARACOCCIDIOIDOMICOSIS DISEMINADA	Canonical
B41	B418	OTRAS FORMAS DE PARACOCCIDIOIDOMICOSIS	Canonical
B41	B419	PARACOCCIDIOIDOMICOSIS, NO ESPECIFICADA	Canonical
B42	B42	ESPOROTRICOSIS	Canonical
B42	B420	ESPOROTRICOSIS PULMONAR	Canonical
B42	B421	ESPOROTRICOSIS LINFOCUTÁNEA	Canonical
B42	B427	ESPOROTRICOSIS DISEMINADA	Canonical
B42	B428	OTRAS FORMAS DE ESPOROTRICOSIS	Canonical
B42	B429	ESPOROTRICOSIS, NO ESPECIFICADA	Canonical
B43	B43	CROMOMICOSIS Y ABSCESO FEOMICÓTICO	Canonical
B43	B430	CROMOMICOSIS CUTÁNEA	Canonical
B43	B431	ABSCESO CEREBRAL FEOMICÓTICO	Canonical
B43	B432	ABSCESO Y QUISTE SUBCUTÁNEO FEOMICÓTICO	Canonical
B43	B438	OTRAS FORMAS DE CROMOMICOSIS	Canonical
B43	B439	CROMOMICOSIS,NO ESPECIFICADA	Canonical
B44	B44	ASPERGILOSIS	Canonical
